,Date,Open,High,Low,Close,Volume,symbol,sector,industry,Close_Change,Open_Change,High_Change,Low_Change,Volume_Change,AO,ROC,RSI,StochRSI,StochOsc,TSI,CMF,ATR,BB_HL,BB_LH,CCI,Ratio_EMA5,Ratio_EMA20,Ratio_EMA5_Change,Ratio_EMA20_Change,MACD,MACD_Signal,MACD_Diff,Symbol,BZ=F,CADEUR=X,CADGBP=X,CADUSD=X,CC=F,CL=F,CT=F,GC=F,GF=F,HE=F,HG=F,KC=F,KE=F,LBS=F,LE=F,NG=F,OJ=F,SB=F,SI=F,ZC=F,ZO=F,ZR=F,ZS=F,^DJI,^FTSE,^GSPC,^GSPTSE,^VIX
0,2008-02-13,4.212215900421143,4.212215900421143,4.212215900421143,4.212215900421143,167,TVE.TO,1,4,-0.513600926715964,-0.501512899940827,-0.5191534485885729,-0.49914197659381543,-0.9996333417496405,-0.9072102308273315,-46.94942229136828,19.032804692830695,0.0,0.0,-20.013473532417233,-0.24072831811891032,0.6771744533755728,0.12622707570745306,-0.04330596746160346,-466.6666666666666,0.5978068281135233,0.8756511189691684,-0.4157877336725895,-0.12566479500631778,0.35211500919701066,0.08047849123477947,0.2716365179622312,19,0.004953683840718925,0.0043940187051201285,0.0016089325577992586,0.0027056466821206993,0.013630731102850069,0.005281287672088908,-0.0016411964557806469,-0.000991871710212422,-0.007565040678560786,-0.00768247131162092,-0.008298173579586843,0.010476533178301217,-0.004304160688665681,-0.028896633192196375,-0.004623367284725566,-0.005689940307176733,0.0,0.031553426711631305,0.006272493846646299,-0.0015067805123053502,0.007320644216691097,0.022435897435897356,0.005677517032551149,0.014452772183800144,-0.005059205134306244,0.013604062530741423,0.01489214116212989,24.8799991607666
1,2008-02-14,4.212215900421143,4.212215900421143,4.212215900421143,4.212215900421143,0,TVE.TO,1,4,0.0,0.0,0.0,0.0,-1.0,-1.6073616799186263,-49.127825648979424,19.032804692830695,0.0,0.0,-30.716236181938772,-0.2746038864817004,0.628804849563032,0.09890380697673953,-0.01850659089512027,-233.33333333333346,0.6903594466425036,0.7943061058227134,0.15482027667874787,-0.09289660160797342,0.6104638591405989,0.18647556481594335,0.4239882943246555,19,0.01971714502038524,-0.007848383612586773,-0.005719944110576747,-0.0020001758213312737,0.0052974735126325445,0.023480245740622685,0.04483634487826027,0.0009928564964836184,-0.005002324075753073,0.004301075268817289,-0.010636829505663137,0.020735826779368693,0.05091258405379451,0.004508566213890619,0.0002732407199881326,0.04577978057985632,0.0,0.02745101031135122,-0.005540844407426193,0.028169014084507005,0.03052325581395343,0.02006269592476495,0.029732781332329594,-0.013962429204074756,-0.00013610192946700295,-0.013421475932895444,-0.005593896070715032,25.540000915527344
2,2008-02-15,4.212215900421143,4.212215900421143,4.212215900421143,4.212215900421143,0,TVE.TO,1,4,0.0,0.0,0.0,0.0,0.0,-2.3300424716051875,-49.06631599437436,19.032804692830695,0.0,0.0,-37.634162643948684,-0.23457159495514163,0.5838902174513868,0.0847007120444342,-0.006797387917236944,-155.55555555555551,0.7698147333108818,0.7443397442304663,0.11509263334455877,-0.06290567480970544,0.8059170736645997,0.31036386658567466,0.4955532070789251,19,-0.0055696341771207525,-0.009595121681608143,-0.0037038302661447364,-0.007247795951270564,0.011755168220510814,0.0004190332695472865,-0.015591530684984534,-0.0050694693600698,0.001915220899185277,0.09978581495918104,0.00946100721462284,-0.01802096913505069,-0.010968921389396757,-0.004937190702192562,-0.0013657470408744432,-0.01276795045590351,0.0,0.012213728454422812,-0.007661054729505179,0.007338551859099818,0.009873060648801113,-0.0049170251997541214,0.004203216374268903,-0.0023245175093505877,-0.015597045579839097,0.0008377480947496796,0.001423364982396924,25.020000457763672
3,2008-02-19,3.978203342894368,3.978203342894368,3.861197471618652,3.861197471618652,1417,TVE.TO,1,4,-0.08333343710311603,-0.055555689228412475,-0.055555689228412475,-0.08333343710311603,0.0,-3.0772112175832484,-53.25426919338783,17.884253589797197,0.0,0.0,-43.16276608211637,-0.17079275889751258,0.5672565182621799,0.07792221296421421,-0.0025432900249136733,-125.8104241103984,0.782429276636533,0.7031009235490093,0.016386466483172546,-0.05540322279054388,0.9778671639948326,0.44386452606750626,0.5340026379273264,19,0.0,-0.013026329515299029,-0.006096675383626904,-0.007780175774875331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003413682499938231,0.0,0.0,25.59000015258789
4,2008-02-20,3.861197471618652,3.861197471618652,3.861197471618652,3.861197471618652,0,TVE.TO,1,4,0.0,-0.02941173720662249,-0.02941173720662249,0.0,-1.0,-3.884359892940843,-53.59137484078682,17.884253589797197,0.0,0.0,-47.1452983285831,-0.13663769656940805,0.5267381955291671,0.06983473197366859,0.0029997897968087085,-100.82321774473206,0.8436109588190709,0.681299873300508,0.07819452059046483,-0.03100699987486455,1.101442110390372,0.5753800429320794,0.5260620674582925,19,-0.0014204483879497465,0.0033519418536511747,0.005837217204322842,0.003062320380396333,-0.013258336681398197,0.007299227196742253,0.011376740895047588,0.008633714883211852,0.007149666244904429,0.008523756828470619,-0.0052349040712419415,-0.0029022698444706174,-0.01429230059935449,-0.021690027047289173,0.007660705315920113,-0.0013367587843579054,0.0,0.0014684624032101912,0.014579821123630099,0.006730769230769207,0.01902173913043481,-0.000611995104039198,-0.0005362888809438138,0.007298243936487703,-0.012284403272578515,0.008340870828184466,0.007733664380490168,24.399999618530277
5,2008-02-21,3.861197471618652,3.861197471618652,3.861197471618652,3.861197471618652,0,TVE.TO,1,4,0.0,0.0,0.0,0.0,0.0,-3.8109223172078837,-53.47954960375982,17.884253589797197,0.0,0.0,-50.14351258523186,-0.10420498102924158,0.48911403870565523,0.06353680568975618,0.006868314683016029,-83.55260165543854,0.8900067249382971,0.6730419988867189,0.05499663753085127,-0.012120763172587146,1.1857080414935401,0.6974456426443716,0.48826239884916856,19,-0.022149973031229675,-0.005070719568015414,-0.009895100606658103,0.000988875945093337,0.011807817589576608,-0.024915570379802743,0.04271678565573955,0.01230472961738549,-0.005442542066559808,-0.016519354570192157,0.028336262923294164,0.011319533835129736,0.014499532273152482,-0.0166282037113884,-0.0016290404719613294,-0.00825436222220044,0.0,0.026392936042225035,0.01098899327145042,0.0019102196752627254,0.023333333333333428,0.02663808940600121,0.005723484170989002,-0.01150373965248086,0.006549493860569244,-0.012867362942748706,-0.0031066645019244277,25.1200008392334
6,2008-02-22,3.861197471618652,3.861197471618652,3.861197471618652,3.861197471618652,0,TVE.TO,1,4,0.0,0.0,0.0,0.0,0.0,-3.742411226648765,-52.797098685002084,17.884253589797197,0.0,0.0,-52.47649180150897,0.004898470721079194,0.4541773216552513,0.058390467939253815,0.009695251169327719,-71.47517829015597,0.9238802635907005,0.6741090835660154,0.03805986820464957,0.0015854652177154094,1.2382160155317088,0.8055997172218391,0.4326162983098697,19,0.008000875826607246,-0.0025933125683675895,-0.003377675414168224,-0.003448936427741689,0.030985915492957705,0.00590445059390543,0.03263688761557515,-0.0014797203414357307,-0.010944505637729085,-0.0078125,-0.006167160804122385,0.024304366131286725,0.02097740894421385,0.04603101612357352,0.0008158492874890122,0.02868070187256322,0.0,-0.015714304787772027,0.004737964433796815,-0.004289799809342187,0.0006514657980456473,-0.006263048016701411,0.010136937577805538,0.007873442369551453,-0.007366608319629986,0.007880610357913875,0.005647893605747578,24.059999465942383
7,2008-02-25,4.095208644866943,4.095208644866943,4.095208644866943,4.095208644866943,167,TVE.TO,1,4,0.06060585478167524,0.06060585478167524,0.06060585478167524,0.06060585478167524,0.0,-3.6409658687089896,-49.44187096292609,22.09959410113015,0.1147497396561299,4.776905395942632,-53.14514159574738,0.06823248048882695,0.4384511681976114,0.05244707966203941,0.01340624355916726,-56.18232521154356,0.9864912467365773,0.6919570082342477,0.06776958618266882,0.026476315337300216,1.246576459826346,0.8937950657427406,0.3527813940836054,19,0.007009589632013702,0.017403574451251735,0.01820175553256087,0.01959209522314631,0.00975800156128015,0.004250640711642273,0.026183491875481968,-0.007515652089922553,0.002646080234873338,-0.047244094488189003,-0.012014798195069898,0.009678445899658827,0.05418830435764277,-0.013021975465757896,0.006521722544794439,0.004373492483427777,0.0,-0.0050798037866961465,0.003051334609695644,0.02106270943034949,0.05208333333333326,0.018907563025210017,0.022535211267605604,0.015281471355000686,0.018850301435000327,0.013812671311938196,0.008214369763229756,23.030000686645508
8,2008-02-26,3.861197471618652,3.861197471618652,3.861197471618652,3.861197471618652,250,TVE.TO,1,4,-0.05714267416914354,-0.05714267416914354,-0.05714267416914354,-0.05714267416914354,0.4970059880239521,-3.5235840285312268,-53.1976064046224,20.941866752120973,0.08323415709893908,0.0,-54.04242244045365,0.2001912397341094,0.42384831141551704,0.05055537647028846,0.013258545458117292,-56.76219495743422,0.9523026434075026,0.6995848192521208,-0.034656773126142126,0.011023533148884379,1.2575882239080318,0.9665536973757989,0.29103452653223294,19,0.018220889904926763,0.0027771066600548178,0.0031914094064999787,0.01385345733103116,0.013529184383455739,0.016627973804951734,0.011211375820737501,0.009065699894763801,0.005518278257938158,0.004132231404958775,0.010557262899837827,-0.021645022053527252,0.07710430499036192,-0.0227479523684202,0.007019455038766109,0.0021772760772986732,0.0,0.02479942754499409,0.03495575067197687,-0.005157055789967169,0.03279702970297027,0.0038291605301914444,0.010158402203856776,0.009124756591972982,0.014651204657679884,0.006917910698780005,0.0072640992881913835,21.899999618530277
9,2008-02-27,3.861197471618652,3.861197471618652,3.861197471618652,3.861197471618652,0,TVE.TO,1,4,0.0,0.0,0.0,0.0,-1.0,-3.3811927816233753,-54.733908646047404,20.941866752120973,0.08323415709893908,0.0,-54.76691133493069,0.17341739103700324,0.39357343202869444,0.047072567167639925,0.014531953630089568,-51.55545816323942,0.9676880304266869,0.7110660498445737,0.016155984786656363,0.016411491897046382,1.2518841846682358,1.0236197948342862,0.2282643898339496,19,-0.012063984748267531,-0.0076159151184317375,0.002420202760036183,0.00040760769391989804,0.03623188405797095,-0.012291811038164013,-0.020644867100557907,0.012789384772576406,0.003101855819700683,0.003703678586355341,0.01560434192970761,0.020859690995047586,0.0634320938556372,0.007448746843551346,-0.0002681128780579467,-0.029980448952061534,0.0,0.004270424564260855,0.026186392364,-0.010367577756833168,-0.011384062312762122,0.0017605633802817433,-0.005283790693710544,0.0007379117582255734,-0.0017905678152594362,-0.0009194445013966934,-0.0013480908440240968,22.690000534057617
